date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:05:14	2619/2619	---M--	200	added ('OK')	image/png	etag:%22a3b-5ea6d9ee-1c0340;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-32x32.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-32x32.png	(from https://cocohitech.com/vi/)
11:05:15	45196/45196	---M--	200	added ('OK')	image/png	etag:%22b08c-5ea6d9ed-1c036d;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-192x192.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-192x192.png	(from https://cocohitech.com/vi/)
11:05:15	43269/43269	---M--	200	added ('OK')	image/png	etag:%22a905-5ea6d9ed-1c0329;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-180x180.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/cropped-coco-hitech-logo-1-180x180.png	(from https://cocohitech.com/vi/)
11:05:15	73813/73813	---M--	200	added ('OK')	image/jpeg	etag:%2212055-5ea00f17-1c02c7;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/OE9RPW0.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/OE9RPW0.jpg	(from https://cocohitech.com/vi/)
11:05:15	49216/49216	---M--	200	added ('OK')	image/png	etag:%22c040-5ea003b5-1c0297;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/coco-hitech-logo-1.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/coco-hitech-logo-1.png	(from https://cocohitech.com/vi/)
11:05:15	444181/444181	---M--	200	added ('OK')	image/jpeg	etag:%226c715-5ed888f8-1a17a5;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-slide-vn-2.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-slide-vn-2.jpg	(from https://cocohitech.com/vi/)
11:05:16	1135287/1135287	---M--	200	added ('OK')	image/jpeg	etag:%221152b7-5ed888fd-1a1752;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-slide-vi.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-slide-vi.jpg	(from https://cocohitech.com/vi/)
11:05:16	88438/88438	---M--	200	added ('OK')	image/jpeg	etag:%2215976-5fd860af-1c0326;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/coconut-vietnam.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/coconut-vietnam.jpg	(from https://cocohitech.com/vi/)
11:05:16	625071/625071	---M--	200	added ('OK')	image/jpeg	etag:%22989af-5ea00bde-1c02cf;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/banner-giua.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/banner-giua.jpg	(from https://cocohitech.com/vi/)
11:05:16	562166/562166	---M--	200	added ('OK')	image/jpeg	etag:%22893f6-5ed8af93-1a1843;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre2.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre2.jpg	(from https://cocohitech.com/vi/)
11:05:17	434000/434000	---M--	200	added ('OK')	image/jpeg	etag:%2269f50-5ed8af98-1a1808;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre3.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre3.jpg	(from https://cocohitech.com/vi/)
11:05:17	574614/574614	---M--	200	added ('OK')	image/jpeg	etag:%228c496-5ed8afaa-1a1788;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre5.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre5.jpg	(from https://cocohitech.com/vi/)
11:05:17	573262/573262	---M--	200	added ('OK')	image/jpeg	etag:%228bf4e-5ed8afae-1a17d6;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre6.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre6.jpg	(from https://cocohitech.com/vi/)
11:05:17	376218/376218	---M--	200	added ('OK')	image/jpeg	etag:%225bd9a-5ed8afb3-1a16ae;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre7.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre7.jpg	(from https://cocohitech.com/vi/)
11:05:18	969022/969022	---M--	200	added ('OK')	image/jpeg	etag:%22ec93e-5ed8afbc-1a17f4;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre9.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre9.jpg	(from https://cocohitech.com/vi/)
11:05:18	509999/509999	---M--	200	added ('OK')	image/jpeg	etag:%227c82f-5ed8afc8-1a171c;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre10.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre10.jpg	(from https://cocohitech.com/vi/)
11:05:18	451632/451632	---M--	200	added ('OK')	image/jpeg	etag:%226e430-5ed8afdd-1a1836;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre13.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre13.jpg	(from https://cocohitech.com/vi/)
11:05:18	505233/505233	---M--	200	added ('OK')	image/jpeg	etag:%227b591-5ed8afe6-1a16a1;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre15.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre15.jpg	(from https://cocohitech.com/vi/)
11:05:18	370831/370831	---M--	200	added ('OK')	image/jpeg	etag:%225a88f-5ed8afef-1a1677;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre16.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre16.jpg	(from https://cocohitech.com/vi/)
11:05:19	544346/544346	---M--	200	added ('OK')	image/jpeg	etag:%2284e5a-5ed8aff9-1a16b5;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre18.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre18.jpg	(from https://cocohitech.com/vi/)
11:05:19	583852/583852	---M--	200	added ('OK')	image/jpeg	etag:%228e8ac-5ed8b001-1a16f4;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre20.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre20.jpg	(from https://cocohitech.com/vi/)
11:05:19	606563/606563	---M--	200	added ('OK')	image/jpeg	etag:%2294163-5ed8b006-1a179b;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre21.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre21.jpg	(from https://cocohitech.com/vi/)
11:05:19	412156/412156	---M--	200	added ('OK')	image/jpeg	etag:%22649fc-5ed8b014-1a172f;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre24.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre24.jpg	(from https://cocohitech.com/vi/)
11:05:20	1245959/1245959	---M--	200	added ('OK')	image/jpeg	etag:%22130307-5ed8b010-1a17a3;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre23.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre23.jpg	(from https://cocohitech.com/vi/)
11:05:20	579650/579650	---M--	200	added ('OK')	image/jpeg	etag:%228d842-5ed8b019-1a171b;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre25.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre25.jpg	(from https://cocohitech.com/vi/)
11:05:20	681893/681893	---M--	200	added ('OK')	image/jpeg	etag:%22a67a5-5ed8b01e-1a16a0;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre26.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre26.jpg	(from https://cocohitech.com/vi/)
11:05:20	502632/502632	---M--	200	added ('OK')	image/jpeg	etag:%227ab68-5ed8b02b-1a17d7;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre27.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre27.jpg	(from https://cocohitech.com/vi/)
11:05:20	499107/499107	---M--	200	added ('OK')	image/jpeg	etag:%2279da3-5ed8b030-1a17eb;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre28.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre28.jpg	(from https://cocohitech.com/vi/)
11:05:21	599295/599295	---M--	200	added ('OK')	image/jpeg	etag:%22924ff-5ed8b034-1a177d;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre29.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre29.jpg	(from https://cocohitech.com/vi/)
11:05:21	637435/637435	---M--	200	added ('OK')	image/jpeg	etag:%229b9fb-5ed8b042-1a174a;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre30.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre30.jpg	(from https://cocohitech.com/vi/)
11:05:21	612379/612379	---M--	200	added ('OK')	image/jpeg	etag:%229581b-5ed8b048-1a171d;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre31.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre31.jpg	(from https://cocohitech.com/vi/)
11:05:21	726250/726250	---M--	200	added ('OK')	image/jpeg	etag:%22b14ea-5ed8b04e-1a1761;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre32.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre32.jpg	(from https://cocohitech.com/vi/)
11:05:21	591308/591308	---M--	200	added ('OK')	image/jpeg	etag:%22905cc-5ed8b054-1a16ee;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre33.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre33.jpg	(from https://cocohitech.com/vi/)
11:05:22	487059/487059	---M--	200	added ('OK')	image/jpeg	etag:%2276e93-5ed8b05e-1a16a6;;;%22	https://cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre35.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/06/cocohitech-xo-dua-ben-tre35.jpg	(from https://cocohitech.com/vi/)
11:05:22	444827/444827	---M--	200	added ('OK')	image/png	etag:%226c99b-5ea009e0-1c033c;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/home-2-slider-bg.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/home-2-slider-bg.png	(from https://cocohitech.com/vi/)
11:05:22	252748/252748	---M--	200	added ('OK')	image/jpeg	etag:%223db4c-5ea00b83-1c02bf;;;%22	https://cocohitech.com/wp-content/uploads/2020/04/banner-home-footer.jpg	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/uploads/2020/04/banner-home-footer.jpg	(from https://cocohitech.com/vi/)
11:05:22	23261/23261	---M-Z	200	added ('OK')	application/x-javascript	etag:%225add-5ea246d5-1c16f9;gz%22	https://cocohitech.com/wp-content/plugins/devvn-quick-buy/js/jquery.validate.min.js?ver=2.0.9.1	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/devvn-quick-buy/js/jquery.validate.min5bfb.js	(from https://cocohitech.com/vi/)
11:05:22	14751/14751	---M-Z	200	added ('OK')	application/x-javascript	etag:%22399f-69499939-303787;gz%22	https://cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.min.js?ver=10.4.3	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart-variation.minf607.js	(from https://cocohitech.com/vi/)
11:05:23	16607/16607	---M-Z	200	added ('OK')	application/x-javascript	etag:%2240df-5ea246d5-1c16f8;gz%22	https://cocohitech.com/wp-content/plugins/devvn-quick-buy/js/devvn-quick-buy.js?ver=2.0.9.1	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/devvn-quick-buy/js/devvn-quick-buy5bfb.js	(from https://cocohitech.com/vi/)
11:05:23	4131/4131	---M-Z	200	added ('OK')	application/x-javascript	etag:%221023-69499939-3037a7;gz%22	https://cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=10.4.3	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minf607.js	(from https://cocohitech.com/vi/)
11:05:23	16237/16237	---M-Z	200	added ('OK')	application/x-javascript	etag:%223f6d-65f83d75-1e7864;gz%22	https://cocohitech.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-search.js?ver=3.18.5	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/themes/flatsome/inc/extensions/flatsome-live-search/flatsome-live-searchb8cf.js	(from https://cocohitech.com/vi/)
11:05:23	15315/15315	---M-Z	200	added ('OK')	application/x-javascript	etag:%223bd3-69499939-3037db;gz%22	https://cocohitech.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?ver=10.4.3	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.minf607.js	(from https://cocohitech.com/vi/)
11:05:24	2346/2346	---M-Z	200	added ('OK')	application/x-javascript	etag:%2292a-69499939-303799;gz%22	https://cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?ver=10.4.3	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.minf607.js	(from https://cocohitech.com/vi/)
11:05:24	1499/1499	---M-Z	200	added ('OK')	application/x-javascript	etag:%225db-625095f6-120ad2;gz%22	https://cocohitech.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://cocohitech.com/vi/)
11:05:24	2355/2355	---M-Z	200	added ('OK')	application/x-javascript	etag:%22933-65f83d75-1e7861;gz%22	https://cocohitech.com/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-load.js?ver=3.18.5	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/themes/flatsome/inc/extensions/flatsome-lazy-load/flatsome-lazy-loadb8cf.js	(from https://cocohitech.com/vi/)
11:05:24	2939/2939	---M-Z	200	added ('OK')	application/x-javascript	etag:%22b7b-69499939-30378b;gz%22	https://cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=10.4.3	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minf607.js	(from https://cocohitech.com/vi/)
11:05:25	1566/1566	---M--	200	added ('OK')	image/png	etag:%2261e-5ea246d5-1c16e9;;;%22	https://cocohitech.com/wp-content/plugins/devvn-quick-buy/images/close.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/plugins/devvn-quick-buy/images/close.png	(from https://cocohitech.com/wp-content/plugins/devvn-quick-buy/css/devvn-quick-buy.css?ver=2.0.9.1)
11:05:26	3790/3790	---M--	200	added ('OK')	image/png	etag:%22ece-65f83d75-1e4252;;;%22	https://cocohitech.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/themes/flatsome/assets/img/shadow@2x.png	(from https://cocohitech.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.18.5)
11:05:26	1020/1020	---M--	200	added ('OK')	image/png	etag:%223fc-65f83d75-1e4253;;;%22	https://cocohitech.com/wp-content/themes/flatsome/assets/img/underline.png	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/wp-content/themes/flatsome/assets/img/underline.png	(from https://cocohitech.com/wp-content/themes/flatsome/assets/css/flatsome.css?ver=3.18.5)
11:05:27	80513/80513	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Jan%202026%2004:09:43%20GMT	https://cocohitech.com/vi/edge/	C:/My%20Web%20Sites/cot%20dua/cocohitech.com/vi/edge/index.html	(from https://cocohitech.com/wp-content/themes/flatsome/assets/js/chunk.tooltips.js?ver=3.18.5)
